"ItemName","itmId","ItmName","Name","Units","itmDateAdded","itmCode"
"","130","Cappuccino - cup","Cappuccino","cup","2015-12-01T00:00:00","PR130"
"","131","Café Latte - cup","Café Latte","cup","2015-12-01T00:00:00","PR131"
"","132","Café Mocha - cup","Café Mocha","cup","2015-12-01T00:00:00","PR132"
"","133","Honey Latte - cup","Honey Latte","cup","2015-12-01T00:00:00","PR133"
"","134","Black Tea - cup","Black Tea","cup","2015-12-01T00:00:00","PR134"
"","135","Milk Tea - cup","Milk Tea","cup","2015-12-01T00:00:00","PR135"
"","136","Hot Lemon - cup","Hot Lemon","cup","2015-12-01T00:00:00","PR136"
"","137","Hot Lemon With Honey - cup","Hot Lemon With Honey","cup","2015-12-01T00:00:00","PR137"
"","138","Green Tea - cup","Green Tea","cup","2015-12-01T00:00:00","PR138"
"","139","Hot Chocolate - cup","Hot Chocolate","cup","2015-12-01T00:00:00","PR139"
"","140","Cold Coffee (Non Blended) - cup","Cold Coffee (Non Blended)","cup","2015-12-01T00:00:00","PR140"
"","141","Cold Coffee (Blended) - cup","Cold Coffee (Blended)","cup","2015-12-01T00:00:00","PR141"
"","142","Iced Tea - cup","Iced Tea","cup","2015-12-01T00:00:00","PR142"
"","143","Milk Shake Vanilla  - cup","Milk Shake Vanilla ","cup","2015-12-01T00:00:00","PR143"
"","144","Milk Shake Chocolate - cup","Milk Shake Chocolate","cup","2015-12-01T00:00:00","PR144"
"","145","Lassi Sweet - cup","Lassi Sweet","cup","2015-12-01T00:00:00","PR145"
"","146","Lassi Banana - cup","Lassi Banana","cup","2015-12-01T00:00:00","PR146"
"","147","Espresso Solo - Cups","Espresso Solo","Cups      ","2015-12-01T00:00:00","PR147"
"","148","Espresso Doppio - Cups","Espresso Doppio","Cups      ","2015-12-01T00:00:00","PR148"
"","149","Espresso Machhito - Cups","Espresso Machhito","Cups      ","2015-12-01T00:00:00","PR149"
"","150","Cappuccino - Cups","Cappuccino","Cups      ","2015-12-01T00:00:00","PR150"
"","151","Café Mocha - cup","Café Mocha","cup","2015-12-01T00:00:00","PR151"
"","152","Café Latte - pcs","Café Latte","pcs       ","2015-12-01T00:00:00","PR152"
"","153","Americano - Cups","Americano","Cups      ","2015-12-01T00:00:00","PR153"
"","154","Hot Chocolate - Cups","Hot Chocolate","Cups      ","2015-12-01T00:00:00","PR154"
"","155","Milk - Cups","Milk","Cups      ","2015-12-01T00:00:00","PR155"
"","156","Milk Tea - Cups","Milk Tea","Cups      ","2015-12-01T00:00:00","PR156"
"","157","Black Tea - cup","Black Tea","cup","2015-12-01T00:00:00","PR157"
"","158","Ice Americano - Cups","Ice Americano","Cups      ","2015-12-01T00:00:00","PR158"
"","159","Ice Cappuccino - Cups","Ice Cappuccino","Cups      ","2015-12-01T00:00:00","PR159"
"","160","Ice Latte - Cups","Ice Latte","Cups      ","2015-12-01T00:00:00","PR160"
"","161","Ice Mocca - Cups","Ice Mocca","Cups      ","2015-12-01T00:00:00","PR161"
"","162","Blended Mocha - Cups","Blended Mocha","Cups      ","2015-12-01T00:00:00","PR162"
"","163","Blended Coffee - cup","Blended Coffee","cup","2015-12-01T00:00:00","PR163"
"","164","Chiken Bun - cup","Chiken Bun","cup","2015-12-01T00:00:00","PR164"
"","165","Veg Bun - bottle","Veg Bun","bottle","2015-12-01T00:00:00","PR165"
"","166","Dew  - bottle","Dew ","bottle","2015-12-01T00:00:00","PR166"
"","167","Real  - bottle","Real ","bottle","2015-12-01T00:00:00","PR167"
"","168","Mirinda  - bottle","Mirinda ","bottle","2015-12-01T00:00:00","PR168"
"","169","Fanta  - bottle","Fanta ","bottle","2015-12-01T00:00:00","PR169"
"","170","Sprite  - bottle","Sprite ","bottle","2015-12-01T00:00:00","PR170"
"","171","Pepsi - bottle","Pepsi","bottle","2015-12-01T00:00:00","PR171"
"","172","Coke - bottle","Coke","bottle","2015-12-01T00:00:00","PR172"
"","173","7 Up - bottle","7 Up","bottle","2015-12-01T00:00:00","PR173"
"","174","Mineral Water - pcs","Mineral Water","pcs       ","2015-12-01T00:00:00","PR174"
"","175","Vanilla Cake - pnd","Vanilla Cake","pnd       ","2015-12-02T00:00:00","PR175"
"","176","Black Forest Cake  - pound","Black Forest Cake ","pound","2015-12-03T00:00:00","PR176"
"","177","White Forest  Cake  - pnd","White Forest  Cake ","pnd       ","2015-12-04T00:00:00","PR177"
"","178","Chocolate Cake  - pnd","Chocolate Cake ","pnd       ","2015-12-05T00:00:00","PR178"
"","179","Pine Apple Cake  - pnd","Pine Apple Cake ","pnd       ","2015-12-06T00:00:00","PR179"
"","180","Strawberry Cake  - pound","Strawberry Cake ","pound","2015-12-07T00:00:00","PR180"
"","181","Florida Cake  - pound","Florida Cake ","pound","2015-12-08T00:00:00","PR181"
"","182","Mocca And Nougatine  Cake  - pound","Mocca And Nougatine  Cake ","pound","2015-12-09T00:00:00","PR182"
"","183","Lemon Pastry Slices Cake - pound","Lemon Pastry Slices Cake","pound","2015-12-10T00:00:00","PR183"
"","184","Mango Bavarian Cake  - pound","Mango Bavarian Cake ","pound","2015-12-11T00:00:00","PR184"
"","185","Blueberry  Cake  - pound","Blueberry  Cake ","pound","2015-12-12T00:00:00","PR185"
"","186","blueberry cheese cake(Whole) - pnd","blueberry cheese cake(Whole)","pnd       ","2015-12-13T00:00:00","PR186"
"","187","Grand Chocolate Truffle Cake  - pnd","Grand Chocolate Truffle Cake ","pnd       ","2015-12-14T00:00:00","PR187"
"","188","Vanilla Ice Cream Cake - pnd","Vanilla Ice Cream Cake","pnd       ","2015-12-15T00:00:00","PR188"
"","189","Strawberry Ice Cream Cake  - pound","Strawberry Ice Cream Cake ","pound","2015-12-16T00:00:00","PR189"
"","190","Butter scotch ice Cream Cake  - pnd","Butter scotch ice Cream Cake ","pnd       ","2015-12-17T00:00:00","PR190"
"","191","Red Valvet Cake - pnd","Red Valvet Cake","pnd       ","2015-12-18T00:00:00","PR191"
"","192","Chocolate Ice Cream Cake  - pnd","Chocolate Ice Cream Cake ","pnd       ","2015-12-19T00:00:00","PR192"
"","193","Sugar Free - pound","Sugar Free","pound","2015-12-20T00:00:00","PR193"
"","194","Multigrain Baguette - pcs","Multigrain Baguette","pcs       ","2016-03-19T00:00:00","PR195"
"","195","Eclairs - pcs","Eclairs","pcs       ","2016-03-19T00:00:00","PR196"
"","196","Lemon Slice - pcs","Lemon Slice","pcs       ","2016-03-19T00:00:00","PR197"
"","197","White Forest Pastry - pcs","White Forest Pastry","pcs       ","2016-03-19T00:00:00","PR198"
"","198","Black Forest Pastry - pcs","Black Forest Pastry","pcs       ","2016-03-19T00:00:00","PR199"
"","199","Amaretto - pcs","Amaretto","pcs       ","2016-03-19T00:00:00","PR200"
"","200","Green Tea Macron - pcs","Green Tea Macron","pcs       ","2016-03-19T00:00:00","PR201"
"","201","Pepsi Can - pcs","Pepsi Can","pcs       ","2016-03-19T00:00:00","PR202"
"","202","Mirinda Can - pcs","Mirinda Can","pcs       ","2016-03-19T00:00:00","PR203"
"","203","7up can - pcs","7up can","pcs       ","2016-03-19T00:00:00","PR204"
"","204","Dew Can - pcs","Dew Can","pcs       ","2016-03-19T00:00:00","PR205"
"","205","mango macaroon - pcs","mango macaroon","pcs       ","2016-03-20T00:00:00","PR206"
"","206","strawberry macaroon - pcs","strawberry macaroon","pcs       ","2016-03-20T00:00:00","PR207"
"","207","coffee macaroon - pcs","coffee macaroon","pcs       ","2016-03-20T00:00:00","PR208"
"","208","Chocolate Cake  - pnd","Chocolate Cake ","pnd       ","2016-03-20T00:00:00","PR209"
"","209","black forest eggless - pcs","black forest eggless","pcs       ","2016-03-20T00:00:00","PR210"
"","210","Blackforest Cake - pnd","Blackforest Cake","pnd       ","2016-03-20T00:00:00","PR211"
"","211","mocca and nougatine  cake - pnd","mocca and nougatine  cake","pnd       ","2016-03-20T00:00:00","PR212"
"","212","mocca and nougatine cake - pnd","mocca and nougatine cake","pnd       ","2016-03-20T00:00:00","PR213"
"","213","Blueberry pastry - pcs","Blueberry pastry","pcs       ","2016-03-20T00:00:00","PR214"
"","214","Redvelvet Pastry - pcs","Redvelvet Pastry","pcs       ","2016-03-20T00:00:00","PR215"
"","215","French Heart Cookies  - pkt","French Heart Cookies ","pkt       ","2016-03-20T00:00:00","PR216"
"","216","Mocca and nougatine pastry - pcs","Mocca and nougatine pastry","pcs       ","2016-03-20T00:00:00","PR217"
"","217","Burger bun  - pcs","Burger bun ","pcs       ","2016-03-20T00:00:00","PR218"
"","218","florida cake - pnd","florida cake","pnd       ","2016-03-21T00:00:00","PR219"
"","219","florida cake eggless - pnd","florida cake eggless","pnd       ","2016-03-21T00:00:00","PR220"
"","220","white forest pastry - pcs","white forest pastry","pcs       ","2016-03-21T00:00:00","PR221"
"","221","baked cheese cake - pcs","baked cheese cake","pcs       ","2016-03-21T00:00:00","PR222"
"","222","Doughnut - pcs","Doughnut","pcs       ","2016-03-24T00:00:00","PR223"
"","223","strawberry cake - pnd","strawberry cake","pnd       ","2016-03-25T00:00:00","PR224"
"","224","strawberry cake - pnd","strawberry cake","pnd       ","2016-03-25T00:00:00","PR225"
"","225","white forest cake - pnd","white forest cake","pnd       ","2016-03-25T00:00:00","PR226"
"","226","pineapple cake  - pnd","pineapple cake ","pnd       ","2016-03-26T00:00:00","PR227"
"","227","Vanilla Cookies - pcs","Vanilla Cookies","pcs       ","2016-03-26T00:00:00","PR228"
"","228","chocolate cake eggless - pnd","chocolate cake eggless","pnd       ","2016-03-27T00:00:00","PR229"
"","229","typsy beans bun - pcs","typsy beans bun","pcs       ","2016-03-28T00:00:00","PR230"
"","230","Coffee Cookies - pcs","Coffee Cookies","pcs       ","2016-03-28T00:00:00","PR231"
"","231","orange macaroon - pcs","orange macaroon","pcs       ","2016-04-04T00:00:00","PR232"
"","232","pineapple cake eggless - pnd","pineapple cake eggless","pnd       ","2016-04-06T00:00:00","PR233"
"","233","bag - pcs","bag","pcs       ","2016-04-06T00:00:00","PR234"
"","234","Sugar Free Cake - pnd","Sugar Free Cake","pnd       ","2016-04-06T00:00:00","PR235"
"","235","blueberry cake  - pnd","blueberry cake ","pnd       ","2016-04-14T00:00:00","PR236"
"","236","blueberry eggless cake - pnd","blueberry eggless cake","pnd       ","2016-04-14T00:00:00","PR237"
"","237","vanilla cake eggless - pnd","vanilla cake eggless","pnd       ","2016-04-16T00:00:00","PR238"
"","238","White Forest Eggless - pnd","White Forest Eggless","pnd       ","2016-04-22T00:00:00","PR239"
"","239","Coffee Toffee - pcs","Coffee Toffee","pcs       ","2016-05-01T00:00:00","PR240"
"","240","Blueberry Cheese Cake - pnd","Blueberry Cheese Cake","pnd       ","2016-05-01T00:00:00","PR241"
"","241","Mini Veg Patty - pcs","Mini Veg Patty","pcs       ","2016-05-05T00:00:00","PR242"
"","242","Mini Chicken Patty - pcs","Mini Chicken Patty","pcs       ","2016-05-05T00:00:00","PR243"
"","243","black forest pastry - pcs","black forest pastry","pcs       ","2016-05-12T00:00:00","PR244"
"","244","whiteforest pastry - pcs","whiteforest pastry","pcs       ","2016-05-12T00:00:00","PR245"
"","245","Mocca and nougatine cake eggless - pnd","Mocca and nougatine cake eggless","pnd       ","2016-05-12T00:00:00","PR246"
"","246","Marble Cheese pastry - pcs","Marble Cheese pastry","pcs       ","2016-05-17T00:00:00","PR247"
"","247","Cinnamon Scone - pcs","Cinnamon Scone","pcs       ","2016-05-17T00:00:00","PR248"
"","248","Multigrain Baguette Small - pcs","Multigrain Baguette Small","pcs       ","2016-05-23T00:00:00","PR249"
"","249","French Bread Small - pcs","French Bread Small","pcs       ","2016-05-23T00:00:00","PR250"
"","250","Choco Nuts Pie - pcs","Choco Nuts Pie","pcs       ","2016-05-23T00:00:00","PR251"
"","251","White Bread Chicken Sandwich - pcs","White Bread Chicken Sandwich","pcs       ","2016-06-02T00:00:00","PR252"
